transaction_id,customer_id,amount,currency,merchant,merchant_category,timestamp,ip_address,device_id,country,is_fraud,channel
TXN000023,CUST0197,4910.52,USD,TravelAgency,crypto,2025-04-27T23:59:00,8.92.139.158,DEV6567,US,False,mobile
TXN000024,CUST0002,1150.3,USD,Walmart,retail,2025-04-30T15:58:00,24.110.192.214,DEV8432,AU,False,mobile
TXN000025,CUST0041,5774.16,USD,TravelAgency,retail,2025-05-22T10:02:00,227.26.79.80,DEV1815,AU,False,pos
TXN000026,CUST0021,5297.2,USD,CryptoExchange,crypto,2025-03-30T09:53:00,56.58.176.220,DEV2816,DE,False,mobile
TXN000027,CUST0174,3895.63,USD,Walmart,electronics,2025-05-02T10:44:00,253.28.3.104,DEV5938,DE,False,web
TXN000028,CUST0197,2047.88,USD,ElectronicsHub,electronics,2025-03-01T17:35:00,45.66.194.117,DEV9196,BR,False,pos
TXN000029,CUST0172,581.24,USD,CryptoExchange,retail,2025-06-06T21:06:00,118.39.160.219,DEV7626,DE,False,pos
TXN000030,CUST0164,925.81,USD,Walmart,unknown,2025-01-04T19:07:00,118.185.45.223,DEV2734,UK,False,web
TXN000031,CUST0112,4194.08,USD,ElectronicsHub,crypto,2025-03-14T01:07:00,57.170.86.39,DEV9363,UK,False,pos
TXN000032,CUST0030,1555.26,USD,ElectronicsHub,travel,2025-05-22T07:23:00,61.52.74.131,DEV4232,UK,False,web
TXN000033,CUST0155,6074.42,USD,DarkWebMarket,electronics,2025-01-14T17:13:00,119.229.165.161,DEV3473,AU,False,mobile
TXN000034,CUST0018,5052.92,USD,Amazon,crypto,2025-05-25T23:13:00,130.37.158.236,DEV8404,DE,False,web
TXN000035,CUST0015,2300.18,USD,DarkWebMarket,retail,2025-04-28T08:35:00,158.196.236.21,DEV8368,CA,False,pos
TXN000036,CUST0167,4842.02,USD,Amazon,electronics,2025-04-02T06:30:00,27.175.43.88,DEV1641,CA,False,web
TXN000037,CUST0182,3518.18,USD,Unknown Merchant,crypto,2025-04-06T03:55:00,235.144.198.209,DEV6543,DE,False,pos
TXN000038,CUST0154,6017.77,USD,DarkWebMarket,travel,2025-03-02T00:26:00,86.41.72.179,DEV6082,PK,True,pos
TXN000039,CUST0179,1035.97,USD,Unknown Merchant,unknown,2025-05-10T00:56:00,97.168.65.47,DEV7937,CA,False,pos
TXN000040,CUST0093,14340.79,USD,Walmart,travel,2025-03-04T05:03:00,20.151.51.19,DEV6517,NG,True,pos
TXN000041,CUST0034,1238.25,USD,DarkWebMarket,unknown,2025-02-02T22:07:00,208.84.224.22,DEV7731,AU,False,mobile
TXN000042,CUST0174,7756.86,USD,ElectronicsHub,electronics,2025-04-22T03:43:00,60.122.158.240,DEV4178,DE,False,mobile
TXN000043,CUST0174,7875.6,USD,DarkWebMarket,electronics,2025-03-26T01:06:00,129.214.82.102,DEV3267,DE,False,mobile
TXN000044,CUST0014,6993.56,USD,ElectronicsHub,unknown,2025-04-11T22:49:00,218.63.145.42,DEV3626,AU,False,mobile
TXN000045,CUST0116,1183.05,USD,DarkWebMarket,electronics,2025-03-21T15:20:00,227.178.13.212,DEV1872,NG,False,mobile
TXN000046,CUST0129,3092.4,USD,Amazon,crypto,2025-01-15T20:32:00,239.50.171.74,DEV3254,CA,False,web
TXN000047,CUST0074,3782.28,USD,CryptoExchange,unknown,2025-06-01T07:10:00,2.40.9.131,DEV4533,BR,False,web
TXN000048,CUST0141,4873.0,USD,Walmart,crypto,2025-03-19T01:13:00,32.24.122.214,DEV8489,CN,False,web
TXN000049,CUST0029,4001.13,USD,ElectronicsHub,travel,2025-04-08T14:03:00,75.219.0.180,DEV4941,NG,False,pos
TXN000050,CUST0107,5347.38,USD,Amazon,unknown,2025-04-06T07:08:00,140.10.199.240,DEV1713,UK,False,pos
TXN000051,CUST0100,2032.93,USD,Amazon,crypto,2025-01-03T22:57:00,62.53.170.68,DEV1726,CA,False,mobile
TXN000052,CUST0140,5144.15,USD,CryptoExchange,electronics,2025-06-01T04:00:00,162.93.69.32,DEV8498,DE,False,web
TXN000053,CUST0076,6329.92,USD,TravelAgency,electronics,2025-06-11T06:04:00,254.242.129.18,DEV4131,CN,False,mobile
TXN000054,CUST0092,387.19,USD,Amazon,crypto,2025-04-30T08:56:00,112.204.225.197,DEV6554,CA,False,web
TXN000055,CUST0128,2941.94,USD,DarkWebMarket,retail,2025-05-26T03:25:00,187.217.40.220,DEV3956,DE,False,pos
TXN000056,CUST0076,645.15,USD,CryptoExchange,unknown,2025-05-01T07:36:00,184.218.85.227,DEV6759,CA,False,mobile
TXN000057,CUST0011,7293.3,USD,Unknown Merchant,retail,2025-04-22T22:19:00,20.207.186.81,DEV1510,IN,False,web
TXN000058,CUST0156,3508.19,USD,Unknown Merchant,electronics,2025-01-23T23:30:00,244.16.78.230,DEV7077,CN,False,mobile
TXN000059,CUST0114,4593.5,USD,Unknown Merchant,crypto,2025-04-07T09:14:00,64.58.13.95,DEV9176,CA,False,pos
TXN000060,CUST0100,946.5,USD,CryptoExchange,travel,2025-05-22T01:52:00,157.146.251.102,DEV3009,CA,False,web
TXN000061,CUST0019,7189.94,USD,DarkWebMarket,crypto,2025-03-23T00:43:00,171.177.33.148,DEV5914,AU,False,web
TXN000062,CUST0183,5603.25,USD,TravelAgency,travel,2025-02-01T16:36:00,32.102.71.121,DEV9094,DE,False,web
TXN000063,CUST0093,2954.44,USD,Walmart,unknown,2025-05-27T07:15:00,227.44.33.158,DEV7523,AU,False,pos
TXN000064,CUST0185,3289.31,USD,Amazon,travel,2025-03-16T12:50:00,249.162.37.230,DEV8632,IN,False,pos
TXN000065,CUST0133,7024.29,USD,TravelAgency,travel,2025-05-23T01:01:00,197.66.221.28,DEV3034,CA,False,pos
TXN000066,CUST0040,1299.93,USD,Unknown Merchant,unknown,2025-06-20T03:55:00,230.145.40.128,DEV4216,US,False,pos
TXN000067,CUST0142,5002.05,USD,TravelAgency,travel,2025-04-22T20:28:00,152.78.87.172,DEV1674,AU,False,web
TXN000068,CUST0021,9286.41,USD,ElectronicsHub,retail,2025-04-29T12:49:00,128.148.154.247,DEV5012,PK,True,pos
TXN000069,CUST0104,588.42,USD,CryptoExchange,electronics,2025-01-11T21:45:00,119.104.174.73,DEV6121,DE,False,pos
TXN000070,CUST0082,6886.92,USD,DarkWebMarket,crypto,2025-06-27T13:28:00,132.54.163.123,DEV8642,US,False,web
TXN000071,CUST0069,1131.32,USD,CryptoExchange,unknown,2025-01-10T05:05:00,108.127.81.167,DEV6123,CA,False,web
TXN000072,CUST0196,7967.78,USD,Unknown Merchant,electronics,2025-03-26T23:32:00,6.46.201.234,DEV4944,UK,False,web
TXN000073,CUST0150,409.07,USD,DarkWebMarket,electronics,2025-04-01T02:13:00,74.4.55.220,DEV3194,UK,False,mobile
TXN000074,CUST0187,3229.02,USD,TravelAgency,unknown,2025-01-09T05:40:00,50.185.147.37,DEV7329,AU,False,pos
TXN000075,CUST0116,2241.37,USD,Amazon,travel,2025-04-24T10:59:00,250.49.201.191,DEV6555,CA,False,pos
TXN000076,CUST0094,1596.47,USD,Amazon,retail,2025-04-03T16:23:00,10.70.170.242,DEV9508,UK,False,mobile
TXN000077,CUST0039,4126.47,USD,Unknown Merchant,travel,2025-03-01T16:54:00,101.153.172.250,DEV5911,US,False,mobile
TXN000078,CUST0005,5392.08,USD,Unknown Merchant,retail,2025-06-28T09:14:00,153.242.135.116,DEV1841,CA,False,pos
TXN000079,CUST0123,5034.06,USD,CryptoExchange,travel,2025-04-23T19:40:00,211.124.16.56,DEV4125,IN,False,web
TXN000080,CUST0113,1215.69,USD,TravelAgency,unknown,2025-05-06T16:50:00,236.241.31.70,DEV9498,AU,False,web
TXN000081,CUST0144,5299.5,USD,Walmart,electronics,2025-04-06T15:50:00,234.175.181.135,DEV8932,UK,False,web
TXN000082,CUST0064,2391.5,USD,Unknown Merchant,crypto,2025-06-21T09:24:00,181.106.250.162,DEV8861,US,False,mobile
TXN000083,CUST0144,6364.27,USD,TravelAgency,unknown,2025-02-19T18:45:00,98.202.176.74,DEV5758,UK,False,web
TXN000084,CUST0074,636.84,USD,Unknown Merchant,electronics,2025-06-18T05:03:00,55.103.138.139,DEV3249,AU,False,web
TXN000085,CUST0158,1918.06,USD,TravelAgency,travel,2025-01-10T05:47:00,164.119.26.51,DEV7771,AU,False,mobile
TXN000086,CUST0184,5451.13,USD,CryptoExchange,electronics,2025-01-26T00:36:00,123.102.147.164,DEV5676,NG,False,pos
TXN000087,CUST0016,720.24,USD,ElectronicsHub,retail,2025-04-15T12:25:00,234.89.213.90,DEV1595,IN,False,mobile
TXN000088,CUST0127,5993.28,USD,Amazon,retail,2025-06-08T19:05:00,77.54.171.145,DEV8444,IN,False,pos
TXN000089,CUST0140,7114.63,USD,CryptoExchange,crypto,2025-01-25T10:19:00,50.57.169.83,DEV8518,DE,False,pos
TXN000090,CUST0066,117.6,USD,TravelAgency,travel,2025-03-03T08:51:00,45.207.218.167,DEV2421,AU,False,mobile
TXN000091,CUST0172,7853.57,USD,Walmart,retail,2025-03-28T22:01:00,67.196.120.228,DEV5374,DE,False,mobile
TXN000092,CUST0078,4585.15,USD,ElectronicsHub,travel,2025-02-17T14:44:00,16.60.238.157,DEV3616,CA,False,mobile
TXN000093,CUST0176,7161.47,USD,ElectronicsHub,retail,2025-05-09T01:53:00,164.151.188.113,DEV4590,DE,False,web
TXN000094,CUST0123,5983.14,USD,ElectronicsHub,unknown,2025-04-21T06:30:00,234.241.111.126,DEV2341,IN,False,pos
TXN000095,CUST0115,2897.47,USD,Amazon,unknown,2025-06-16T23:30:00,232.103.76.84,DEV6375,DE,False,pos
TXN000096,CUST0114,1647.18,USD,TravelAgency,electronics,2025-04-17T03:48:00,208.28.232.67,DEV9409,CA,False,mobile
TXN000097,CUST0117,4472.58,USD,ElectronicsHub,retail,2025-05-03T11:22:00,102.130.1.111,DEV2196,CA,False,web
TXN000098,CUST0109,514.76,USD,Amazon,electronics,2025-01-11T23:15:00,9.146.209.92,DEV3218,DE,False,pos
TXN000099,CUST0187,3365.79,USD,DarkWebMarket,electronics,2025-06-12T06:17:00,97.41.68.178,DEV2943,AU,False,web
TXN000100,CUST0138,1023.14,USD,Amazon,retail,2025-06-28T04:06:00,251.152.237.217,DEV9715,AU,False,mobile
TXN000101,CUST0059,2772.55,USD,ElectronicsHub,retail,2025-02-20T04:19:00,9.214.8.123,DEV4376,US,False,web
TXN000102,CUST0026,3574.3,USD,Amazon,travel,2025-05-03T08:06:00,190.22.205.224,DEV4839,AU,False,pos
TXN000103,CUST0056,6209.63,USD,Unknown Merchant,travel,2025-01-26T12:15:00,209.163.164.121,DEV5944,DE,False,web
TXN000104,CUST0170,3311.41,USD,ElectronicsHub,electronics,2025-02-20T02:09:00,143.253.24.176,DEV7244,NG,False,pos
TXN000105,CUST0082,3269.03,USD,DarkWebMarket,unknown,2025-02-24T14:13:00,122.123.115.153,DEV3365,US,False,mobile
TXN000106,CUST0015,7742.45,USD,CryptoExchange,travel,2025-04-12T10:49:00,66.104.169.40,DEV8369,CA,False,mobile
TXN000107,CUST0024,6636.1,USD,ElectronicsHub,unknown,2025-01-10T09:10:00,155.20.37.96,DEV4555,CA,False,mobile
TXN000108,CUST0054,2667.05,USD,Walmart,travel,2025-06-24T05:16:00,247.60.245.124,DEV4350,DE,False,mobile
TXN000109,CUST0062,6205.23,USD,ElectronicsHub,crypto,2025-03-11T07:08:00,79.133.184.254,DEV8635,DE,False,web
TXN000110,CUST0185,6718.65,USD,Unknown Merchant,electronics,2025-06-16T10:46:00,12.113.74.8,DEV5272,IN,False,pos
TXN000111,CUST0150,3343.54,USD,Walmart,electronics,2025-01-28T17:53:00,146.125.255.172,DEV5216,UK,False,mobile
TXN000112,CUST0186,3927.31,USD,Unknown Merchant,travel,2025-01-31T15:01:00,36.250.94.30,DEV9584,CA,False,web
TXN000113,CUST0020,5347.38,USD,DarkWebMarket,travel,2025-05-20T03:26:00,18.77.4.111,DEV9285,NG,False,mobile
TXN000114,CUST0096,14107.7,USD,TravelAgency,unknown,2025-06-16T03:52:00,106.6.8.140,DEV9777,RU,True,mobile
TXN000115,CUST0005,5584.38,USD,Walmart,retail,2025-03-20T09:12:00,236.49.76.123,DEV4144,CA,False,pos
TXN000116,CUST0135,2838.76,USD,Unknown Merchant,electronics,2025-05-25T17:07:00,118.124.115.153,DEV2320,IN,False,pos
TXN000117,CUST0167,752.54,USD,CryptoExchange,retail,2025-03-11T01:01:00,164.4.87.42,DEV9189,CA,False,mobile
TXN000118,CUST0166,4529.02,USD,TravelAgency,retail,2025-06-06T04:29:00,59.108.243.138,DEV1762,DE,False,web
TXN000119,CUST0176,7195.0,USD,Walmart,crypto,2025-04-13T14:00:00,5.106.73.203,DEV2260,DE,False,mobile
TXN000120,CUST0042,4535.73,USD,TravelAgency,crypto,2025-06-04T15:16:00,99.71.40.177,DEV1879,CA,False,web
TXN000121,CUST0112,612.77,USD,TravelAgency,electronics,2025-04-21T04:01:00,249.167.15.139,DEV8381,UK,False,mobile
TXN000122,CUST0059,7529.44,USD,TravelAgency,electronics,2025-03-20T14:46:00,22.151.126.37,DEV2344,US,False,mobile
TXN000123,CUST0040,6272.2,USD,Unknown Merchant,crypto,2025-01-29T02:02:00,28.46.2.157,DEV8286,US,False,mobile
TXN000124,CUST0195,1064.39,USD,TravelAgency,unknown,2025-02-04T02:43:00,132.208.52.13,DEV2468,US,False,mobile
TXN000125,CUST0142,4786.36,USD,Amazon,crypto,2025-03-01T01:27:00,106.198.43.124,DEV9537,AU,False,web
TXN000126,CUST0176,1115.03,USD,Walmart,retail,2025-02-24T19:39:00,43.222.141.215,DEV5911,DE,False,mobile
TXN000127,CUST0020,7554.06,USD,TravelAgency,unknown,2025-05-12T05:39:00,51.234.54.69,DEV5991,DE,False,web
TXN000128,CUST0102,4963.44,USD,CryptoExchange,crypto,2025-05-27T09:03:00,111.69.153.164,DEV4290,DE,False,mobile
TXN000129,CUST0081,3188.93,USD,ElectronicsHub,electronics,2025-02-28T02:20:00,248.124.166.192,DEV5592,DE,False,mobile
TXN000130,CUST0094,4512.98,USD,Walmart,unknown,2025-04-18T19:28:00,7.236.107.224,DEV5773,UK,False,pos
TXN000131,CUST0018,6366.28,USD,Walmart,crypto,2025-03-16T11:34:00,62.129.78.216,DEV7176,DE,False,web
TXN000132,CUST0115,3836.48,USD,DarkWebMarket,electronics,2025-03-14T23:08:00,140.18.184.43,DEV2791,DE,False,web
TXN000133,CUST0169,1334.88,USD,DarkWebMarket,crypto,2025-04-22T12:49:00,248.220.54.5,DEV2615,BR,False,mobile
TXN000134,CUST0057,4152.79,USD,Walmart,electronics,2025-04-16T16:19:00,96.200.237.77,DEV6651,UK,False,web
TXN000135,CUST0124,3330.72,USD,Unknown Merchant,crypto,2025-06-25T01:51:00,88.233.105.247,DEV6706,NG,False,mobile
TXN000136,CUST0025,5575.62,USD,DarkWebMarket,retail,2025-02-28T01:20:00,6.175.55.84,DEV4996,RU,False,pos
TXN000137,CUST0045,2651.26,USD,Walmart,electronics,2025-03-19T14:50:00,162.94.95.221,DEV7481,US,False,web
TXN000138,CUST0189,1582.61,USD,Amazon,travel,2025-04-18T19:22:00,53.142.32.52,DEV9796,DE,False,web
TXN000139,CUST0094,3663.12,USD,CryptoExchange,unknown,2025-02-17T18:14:00,248.160.198.200,DEV2871,UK,False,mobile
TXN000140,CUST0091,4940.81,USD,DarkWebMarket,crypto,2025-05-29T03:16:00,236.43.68.160,DEV2931,UK,False,web
TXN000141,CUST0079,2989.58,USD,CryptoExchange,unknown,2025-01-26T17:36:00,36.196.216.95,DEV8973,UK,False,pos
TXN000142,CUST0138,5163.85,USD,CryptoExchange,crypto,2025-02-01T12:52:00,36.95.161.230,DEV1878,AU,False,mobile
TXN000143,CUST0003,1565.05,USD,TravelAgency,electronics,2025-03-11T21:28:00,105.251.212.227,DEV9006,CA,False,web
TXN000144,CUST0022,6368.07,USD,Unknown Merchant,travel,2025-02-10T03:30:00,138.147.86.234,DEV9115,US,False,pos
TXN000145,CUST0131,918.08,USD,Unknown Merchant,unknown,2025-05-22T02:31:00,211.21.225.111,DEV7965,DE,False,web
TXN000146,CUST0189,6012.01,USD,Amazon,electronics,2025-02-24T04:42:00,68.178.44.224,DEV2923,DE,False,web
TXN000147,CUST0054,4705.45,USD,TravelAgency,electronics,2025-03-05T19:55:00,43.71.105.105,DEV1972,DE,False,pos
TXN000148,CUST0090,4776.88,USD,ElectronicsHub,crypto,2025-01-31T15:39:00,75.136.48.69,DEV7743,DE,False,web
TXN000149,CUST0071,1019.47,USD,ElectronicsHub,crypto,2025-06-07T15:57:00,213.126.201.250,DEV3329,NG,False,pos
TXN000150,CUST0162,3316.73,USD,CryptoExchange,unknown,2025-03-24T06:46:00,192.142.188.232,DEV8996,RU,False,mobile
TXN000151,CUST0149,11391.77,USD,ElectronicsHub,crypto,2025-05-14T01:29:00,218.32.203.111,DEV8039,US,True,web
TXN000152,CUST0127,6627.61,USD,Walmart,unknown,2025-03-03T11:40:00,219.248.175.24,DEV1752,IN,False,web
TXN000153,CUST0161,3679.36,USD,Walmart,electronics,2025-01-23T14:48:00,117.0.219.103,DEV3161,US,False,pos
TXN000154,CUST0078,7462.14,USD,Unknown Merchant,retail,2025-02-19T21:12:00,96.84.26.202,DEV6005,CN,False,pos
TXN000155,CUST0180,3436.7,USD,Amazon,travel,2025-01-17T14:27:00,123.39.67.115,DEV9510,UK,False,pos
TXN000156,CUST0114,12530.97,USD,CryptoExchange,retail,2025-06-29T21:18:00,59.196.45.52,DEV2690,CA,True,mobile
TXN000157,CUST0095,1101.35,USD,DarkWebMarket,travel,2025-05-21T19:18:00,165.73.35.4,DEV3688,US,False,mobile
TXN000158,CUST0090,5026.5,USD,TravelAgency,electronics,2025-01-28T13:21:00,221.111.44.51,DEV3293,DE,False,web
TXN000159,CUST0151,2815.53,USD,Walmart,travel,2025-03-20T04:01:00,71.43.127.145,DEV1439,US,False,pos
TXN000160,CUST0078,4857.38,USD,Unknown Merchant,retail,2025-02-04T08:12:00,201.122.253.197,DEV2847,CA,False,web
TXN000161,CUST0128,572.74,USD,Unknown Merchant,crypto,2025-06-11T18:53:00,34.198.215.187,DEV9951,DE,False,pos
TXN000162,CUST0045,7635.85,USD,Amazon,crypto,2025-05-21T05:47:00,56.20.30.203,DEV9300,RU,False,mobile
TXN000163,CUST0161,6138.04,USD,Amazon,unknown,2025-03-19T02:37:00,138.78.142.42,DEV6077,US,False,web
TXN000164,CUST0131,7794.64,USD,CryptoExchange,unknown,2025-01-29T06:51:00,163.33.158.223,DEV4909,DE,False,web
TXN000165,CUST0063,3478.7,USD,Amazon,crypto,2025-03-24T12:48:00,171.89.61.6,DEV3248,DE,False,pos
TXN000166,CUST0003,7624.36,USD,DarkWebMarket,crypto,2025-04-06T05:02:00,43.190.64.137,DEV2934,CA,False,web
TXN000167,CUST0086,2179.48,USD,TravelAgency,retail,2025-01-12T15:03:00,128.233.184.28,DEV9185,CA,False,pos
TXN000168,CUST0043,2044.65,USD,ElectronicsHub,retail,2025-01-19T17:35:00,59.1.22.6,DEV5006,CA,False,web
TXN000169,CUST0121,7362.21,USD,DarkWebMarket,retail,2025-02-02T13:53:00,142.214.114.164,DEV5067,UK,False,mobile
TXN000170,CUST0185,6608.85,USD,TravelAgency,retail,2025-04-15T01:04:00,46.114.23.205,DEV2129,IN,False,mobile
TXN000171,CUST0073,2489.03,USD,Amazon,crypto,2025-01-16T17:25:00,52.149.155.124,DEV8600,AU,False,mobile
TXN000172,CUST0152,7982.31,USD,TravelAgency,travel,2025-05-22T05:53:00,39.3.209.12,DEV4817,DE,False,pos
TXN000173,CUST0089,5549.22,USD,Amazon,electronics,2025-01-02T17:55:00,218.157.53.105,DEV9680,CA,False,web
TXN000174,CUST0108,483.86,USD,Amazon,retail,2025-01-26T22:02:00,236.118.211.190,DEV8511,DE,False,pos
TXN000175,CUST0022,4045.89,USD,Amazon,unknown,2025-04-27T00:02:00,146.31.222.66,DEV4879,US,False,mobile
TXN000176,CUST0067,7408.71,USD,ElectronicsHub,crypto,2025-03-13T12:50:00,82.231.139.119,DEV2223,US,False,web
TXN000177,CUST0035,4679.74,USD,CryptoExchange,crypto,2025-01-29T06:59:00,105.61.183.106,DEV8404,BR,False,mobile
TXN000178,CUST0119,963.71,USD,Unknown Merchant,unknown,2025-01-29T16:37:00,11.110.167.75,DEV2494,DE,False,pos
TXN000179,CUST0064,3172.97,USD,Unknown Merchant,travel,2025-01-09T21:52:00,8.207.231.127,DEV2551,US,False,mobile
TXN000180,CUST0027,1122.65,USD,Walmart,travel,2025-01-03T04:14:00,211.205.190.43,DEV5240,NG,False,web
TXN000181,CUST0006,1586.01,USD,Walmart,retail,2025-04-28T14:21:00,232.169.62.21,DEV8552,CA,False,web
TXN000182,CUST0044,3468.09,USD,Amazon,electronics,2025-05-12T21:05:00,175.218.88.181,DEV4517,AU,False,web
TXN000183,CUST0071,7067.97,USD,TravelAgency,travel,2025-01-07T07:23:00,166.151.255.210,DEV8848,IN,False,web
TXN000184,CUST0023,1102.2,USD,DarkWebMarket,unknown,2025-02-06T07:26:00,64.9.195.183,DEV8859,AU,False,pos
TXN000185,CUST0125,4527.38,USD,Walmart,retail,2025-02-28T13:06:00,82.112.15.143,DEV1959,AU,False,mobile
TXN000186,CUST0136,4673.99,USD,Amazon,travel,2025-02-12T08:57:00,169.123.136.28,DEV4594,US,False,pos
TXN000187,CUST0100,6714.58,USD,Walmart,unknown,2025-06-03T20:49:00,82.183.14.180,DEV3328,CA,False,pos
TXN000188,CUST0049,6484.16,USD,Unknown Merchant,travel,2025-06-26T15:41:00,126.19.46.28,DEV4811,CA,False,pos
TXN000189,CUST0057,5978.41,USD,DarkWebMarket,crypto,2025-04-22T19:11:00,16.11.75.72,DEV2817,NG,True,pos
TXN000190,CUST0094,2991.86,USD,TravelAgency,retail,2025-06-21T11:19:00,87.154.165.69,DEV3580,UK,False,pos
TXN000191,CUST0112,7685.49,USD,ElectronicsHub,unknown,2025-04-29T04:18:00,178.182.114.89,DEV7199,UK,False,mobile
TXN000192,CUST0188,1023.15,USD,DarkWebMarket,unknown,2025-05-13T16:18:00,9.93.162.113,DEV2705,BR,False,mobile
TXN000193,CUST0037,627.06,USD,Walmart,retail,2025-03-05T03:14:00,211.171.228.5,DEV5345,DE,False,web
TXN000194,CUST0064,2807.1,USD,Amazon,electronics,2025-05-24T06:32:00,113.214.85.211,DEV9078,RU,False,mobile
TXN000195,CUST0090,815.92,USD,TravelAgency,travel,2025-03-29T06:55:00,42.231.37.17,DEV5831,DE,False,web
TXN000196,CUST0082,842.28,USD,CryptoExchange,travel,2025-03-04T05:22:00,188.38.47.173,DEV8909,US,False,pos
TXN000197,CUST0008,5230.81,USD,Walmart,retail,2025-04-21T13:24:00,26.169.105.97,DEV7705,US,False,pos
TXN000198,CUST0142,5841.14,USD,Unknown Merchant,travel,2025-02-18T06:57:00,25.25.201.251,DEV3516,AU,False,web
TXN000199,CUST0093,12622.61,USD,Walmart,travel,2025-04-24T19:03:00,164.149.41.242,DEV2892,RU,True,mobile
TXN000200,CUST0102,7159.55,USD,Walmart,crypto,2025-02-18T05:49:00,227.195.189.95,DEV8303,BR,False,web
TXN000201,CUST0068,2110.89,USD,Amazon,travel,2025-06-02T09:15:00,193.49.43.176,DEV9871,IN,False,mobile
TXN000202,CUST0194,4431.05,USD,TravelAgency,electronics,2025-06-03T01:29:00,248.243.120.243,DEV5896,US,False,web
TXN000203,CUST0102,5715.87,USD,TravelAgency,unknown,2025-04-02T09:42:00,174.75.61.229,DEV3832,DE,False,web
TXN000204,CUST0055,1013.86,USD,Walmart,travel,2025-03-19T01:45:00,214.132.163.34,DEV2425,BR,False,mobile
TXN000205,CUST0143,2612.38,USD,DarkWebMarket,retail,2025-02-20T06:44:00,202.214.57.212,DEV3451,UK,False,web
TXN000206,CUST0146,6068.23,USD,TravelAgency,retail,2025-06-21T01:23:00,202.146.176.210,DEV5327,RU,False,mobile
TXN000207,CUST0168,4873.65,USD,CryptoExchange,travel,2025-01-07T19:41:00,159.205.19.202,DEV6431,CA,False,pos
TXN000208,CUST0061,5125.89,USD,DarkWebMarket,retail,2025-03-09T19:13:00,249.116.68.153,DEV8259,BR,True,mobile
TXN000209,CUST0069,4841.81,USD,Walmart,electronics,2025-01-17T06:06:00,190.248.191.28,DEV9442,CA,False,web
TXN000210,CUST0017,4056.83,USD,TravelAgency,unknown,2025-01-25T16:39:00,8.88.98.102,DEV1944,US,False,web
TXN000211,CUST0009,7344.66,USD,Unknown Merchant,electronics,2025-05-09T06:35:00,130.203.63.15,DEV4963,DE,False,mobile
